variant,method,id,seed,schedule_id,family,event,static_timely,variant_timely,static_false,variant_false,timely_gain,false_gain
static_plus_net,Static + net prediction-state transport,confirmation|151|227|17,151,227,17,11.0,True,True,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|151|227|18,151,227,18,4.0,True,True,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|211|2,163,211,2,,False,False,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|211|6,163,211,6,,False,False,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|211|11,163,211,11,,False,False,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|211|12,163,211,12,,False,False,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|211|13,163,211,13,8.0,True,True,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|211|14,163,211,14,2.0,False,True,False,False,1,0
static_plus_net,Static + net prediction-state transport,confirmation|163|211|15,163,211,15,,False,False,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|211|16,163,211,16,6.0,True,True,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|211|17,163,211,17,8.0,True,True,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|211|18,163,211,18,3.0,False,True,False,False,1,0
static_plus_net,Static + net prediction-state transport,confirmation|163|223|2,163,223,2,,False,False,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|223|6,163,223,6,,False,False,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|223|11,163,223,11,,False,False,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|223|12,163,223,12,,False,False,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|223|13,163,223,13,8.0,True,True,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|223|14,163,223,14,2.0,False,True,False,False,1,0
static_plus_net,Static + net prediction-state transport,confirmation|163|223|15,163,223,15,,False,False,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|223|16,163,223,16,5.0,True,True,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|223|17,163,223,17,8.0,True,True,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|223|18,163,223,18,2.0,False,True,False,False,1,0
static_plus_net,Static + net prediction-state transport,confirmation|163|227|2,163,227,2,,False,False,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|227|6,163,227,6,,False,False,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|227|11,163,227,11,,False,False,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|227|12,163,227,12,,False,False,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|227|13,163,227,13,7.0,True,True,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|227|14,163,227,14,2.0,True,True,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|227|15,163,227,15,,False,False,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|227|16,163,227,16,6.0,True,True,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|227|17,163,227,17,9.0,True,True,False,False,0,0
static_plus_net,Static + net prediction-state transport,confirmation|163|227|18,163,227,18,3.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|113|211|2,113,211,2,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|113|211|6,113,211,6,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|113|211|11,113,211,11,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|113|211|12,113,211,12,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|113|211|13,113,211,13,7.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|113|211|14,113,211,14,2.0,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|113|211|15,113,211,15,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|113|211|16,113,211,16,6.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|113|211|17,113,211,17,3.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|113|211|18,113,211,18,3.0,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|113|223|2,113,223,2,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|113|223|6,113,223,6,,False,False,False,False,0,0
