C,threshold,timely_rate,false_rate,median_lead,timely,false,cliffs,controls
0.03,0.7091648268032964,0.463768115942029,0.07407407407407407,6.0,32,6,69,81
0.1,0.7301832964539482,0.2463768115942029,0.07407407407407407,6.0,17,6,69,81
0.3,0.7358292096277763,0.2463768115942029,0.07407407407407407,6.0,17,6,69,81
1.0,0.7378972844255386,0.2463768115942029,0.07407407407407407,6.0,17,6,69,81
3.0,0.738497558876825,0.2463768115942029,0.07407407407407407,6.0,17,6,69,81
