C,threshold,timely_rate,false_rate,median_lead,timely,false,cliffs,controls
0.03,0.7750053223459012,0.5652173913043478,0.07407407407407407,5.0,39,6,69,81
0.1,0.8932687310135949,0.4782608695652174,0.07407407407407407,5.0,33,6,69,81
0.3,0.953116627098348,0.391304347826087,0.07407407407407407,5.0,27,6,69,81
1.0,0.9781305321435176,0.37681159420289856,0.07407407407407407,5.0,26,6,69,81
3.0,0.9849107092968161,0.37681159420289856,0.07407407407407407,4.5,26,6,69,81
