C,threshold,timely_rate,false_rate,median_lead,timely,false,cliffs,controls
0.03,0.7312610946426864,0.4492753623188406,0.07407407407407407,6.0,31,6,69,81
0.1,0.8934857237964409,0.391304347826087,0.07407407407407407,5.0,27,6,69,81
0.3,0.9610804214497887,0.34782608695652173,0.07407407407407407,5.0,24,6,69,81
1.0,0.983292587862234,0.34782608695652173,0.07407407407407407,4.0,24,6,69,81
3.0,0.9886194123347807,0.30434782608695654,0.07407407407407407,5.0,21,6,69,81
