C,threshold,timely_rate,false_rate,median_lead,timely,false,cliffs,controls
0.03,0.9504144049323422,0.4057971014492754,0.07407407407407407,6.0,28,6,69,81
0.1,0.9532163722067609,0.42028985507246375,0.07407407407407407,6.0,29,6,69,81
0.3,0.9631237436825946,0.43478260869565216,0.07407407407407407,6.0,30,6,69,81
1.0,0.9873046117990927,0.42028985507246375,0.07407407407407407,6.0,29,6,69,81
3.0,0.9951191014919452,0.42028985507246375,0.07407407407407407,6.0,29,6,69,81
