domain,subset,incorrect_partition_rmse,trained_peer_rmse,focal_self_rmse,peer_nrmse_rms_median,peer_rmse_over_mae_median
CIFAR-10-C,all,0.07486959875008017,0.015388774417622715,3.091461512287181e-17,0.16521341462205416,0.188196156713783
CIFAR-10-C,cliff,0.08710687476658628,0.017376937805742964,3.420115116103245e-17,0.16411326329294318,0.17973283122573366
